岗位名称,公司名,招聘详情页,薪资,工作地点,身份要求,学历要求,公司规模,公司简介
广告,游雁游戏,https://www.shixiseng.com/intern/inn_h87nlm7pdu5g?pcm=pc_SearchList,5k-9k/月,广州,| 应届生,| 本科,500-2000人,福利优厚，培训完善，学习空间大，员工餐，定期团队活动，团队充满活力
广告,集翔网大信息,https://www.shixiseng.com/intern/xjb_i3bjf9yedat0?pcm=pc_SearchList,4k-5k/月,桂林, , , , 
广告,吉比特,https://www.shixiseng.com/intern/inn_3heapmfhcghf?pcm=pc_SearchList,10k-15k/月,深圳,| 应届生,| 本科,500-2000人,环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
广告,猎奇互娱,https://www.shixiseng.com/intern/inn_cdpluqqqaxpm?pcm=pc_SearchList,8k-13k/月,广州,| 应届生,| 本科,500-2000人,软件，内推实习资格，在梦想，规模化盈利，每周活动，五险&amp; 双休
广告,蓝标传媒,https://www.shixiseng.com/intern/inn_g3rr8x8byei5?pcm=pc_SearchList,薪资面议,北京,| 应届生,| 本科,2000人以上,边听音乐边工作，食堂便宜好吃，轻松活跃，暖暖下午茶，帅哥美女都多，活力&amp; 创新
广告,萌牙科技,https://www.shixiseng.com/intern/inn_imqlg7iynixq?pcm=pc_SearchList,8k-10k/月,宁波,| 应届生 | 毕业1年内,| 本科,150-500人,创客，福利环境超好，团队努力向上，双休年假，员工团建，节假日福利
广告,爱的番茄,https://www.shixiseng.com/intern/inn_v5nzs1zmyvxh?pcm=pc_SearchList,薪资面议,深圳,| 应届生 | 毕业1年内,| 本科,500-2000人,游戏行业，开放包容，年轻团队，弹性/双休，零食/下午茶，带薪假/撸猫
广告,智岩科技,https://www.shixiseng.com/intern/inn_hqruadwop4wb?pcm=pc_SearchList,7k-9k/月,深圳,| 应届生,| 本科,150-500人,跨境电商，研发型企业，智能硬件
广告,OMG,https://www.shixiseng.com/intern/inn_audqk7poug7t?pcm=pc_SearchList,7k-10k/月,北京,| 毕业1年内 | 应届生,| 本科,2000人以上,氛围好环境好，广告4A，五险一金，年终13薪，带薪年假，晋升空间大
广告,创酷互动,https://www.shixiseng.com/intern/inn_4xori4ogmhq9?pcm=pc_SearchList,6k-10k/月,广州,| 应届生,| 本科,500-2000人,周末双休，带薪年假，五险一金绩效，管理扁平化，员工体检，成长迅速
广告,猎奇互娱,https://www.shixiseng.com/intern/inn_1vwhdyvotaiw?pcm=pc_SearchList,6k-10k/月,广州,| 应届生,| 本科,500-2000人,软件，内推实习资格，在梦想，规模化盈利，每周活动，五险&amp; 双休
广告,贝叶智能,https://www.shixiseng.com/intern/inn_thgv0ehawu7p?pcm=pc_SearchList,6k-8k/月,北京,| 应届生 | 毕业1年内,| 本科,50-150人, 
广告,幺花创意,https://www.shixiseng.com/intern/inn_tnse5v3sagzk?pcm=pc_SearchList,5k-7k/月,北京,| 应届生 | 毕业1年内,| 本科,少于15人,优越办公环境，数字化营销，没有拘束
广告,AnG,https://www.shixiseng.com/intern/inn_knxvm7fqbdrn?pcm=pc_SearchList,6k-9k/月,上海,| 应届生 | 毕业1年内,| 本科,150-500人,五险一金，12天带薪年假，弹性工作，下午茶，定期体检，员工旅游
广告,大米文化,https://www.shixiseng.com/intern/xjb_enxwkehqa1af?pcm=pc_SearchList,5k-6k/月,南宁, , , , 
广告,高速公路,https://www.shixiseng.com/intern/xjb_qjrbe0ipght0?pcm=pc_SearchList,薪资面议,长沙, , , , 
